price,title,rating,Brand Name,Item Weight,Product Dimensions,Country of Origin,Item model number,Batteries,Is Discontinued By Manufacturer,Color Name,ASIN,Customer Reviews,Best Sellers Rank,Date First Available
949.99,"Hisense ULED Premium 65U8G QLED Series 65-inch Android 4K Smart TV with Alexa Compatibility, 1500-nit HDR10+, Dolby Vision IQ & Atmos, 120Hz, HDMI 2.1, Game Mode Pro",4.5,Hisense,53.4 pounds,57.1 x 13.6 x 35.6 inches,Mexico,65U8G,Black,"Game Mode Pro, 4K ULED, Alexa Built-in, Google Assistant; Voice Remote, Dolby Vison and Dolby Atmos, Quantum Dot Color QLED",Built-In,B091XWTGXL,"4.5 out of 5 stars    
    1,258 ratings   


 4.5 out of 5 stars","#4,225 in Electronics (See Top 100 in Electronics)  #13 in QLED TVs","May 2, 2020"
1199.99,Sony X90J 75 Inch TV: BRAVIA XR Full Array LED 4K Ultra HD Smart Google TV with Dolby Vision HDR and Alexa Compatibility XR75X90J- 2021 Model,4.6,Sony,73.4 pounds,66 x 16.25 x 37.88 inches,Mexico,XR75X90J,Yes,20 Watts,Black,Energy Star,"Cognitive Intelligence with the Cognitive Processor XR; XR HDR Remaster; XR Contrast; 4K XR Super Resolution; XR 4K Upscaling; 4K XR Smoothing, XR Sound Position; Voice Search; Smart Remote; Chromecast Built-in; Works with Apple AirPlay 2 and Apple HomeKit",Built-In,B08TKSMQSY,"4.6 out of 5 stars    
    1,935 ratings   


 4.6 out of 5 stars","#5,558 in Electronics (See Top 100 in Electronics)  #95 in LED & LCD TVs","April 19, 2021"
698.0,"Sony X85J 50 Inch TV: 4K Ultra HD LED Smart Google TV with Native 120HZ Refresh Rate, Dolby Vision HDR, and Alexa Compatibility KD50X85J- 2021 Model, Black",4.6,Sony,27.9 pounds,44.25 x 11.38 x 25.63 inches,KD50X85J,Black,"4K HDR Processor X1; TRILUMINOS PRO; Object-Based HDR Remaster; 4K X-Reality™ PRO; Motionflow™ XR; X-Balanced Speaker, Voice Search; Google Assistant; Works with Alexa; Works with Hey Google; Dolby Vision and Dolby Atmos",B08WJMQ5TG,"4.6 out of 5 stars    
    1,980 ratings   


 4.6 out of 5 stars","#32,627 in Electronics (See Top 100 in Electronics)  #303 in LED & LCD TVs","May 24, 2021"
